terrain_type,band,polarization,thetamin,thetamax,p1,p2,p3,p4,p5,p6,m1,m2,m3
a,C,hh,0.0,50.0,-24.855,26.351,1.146,0.204,0.0,0.0,14.831,-9.0,-0.305
a,C,vv,0.0,50.0,-24.951,28.742,1.045,-1.681,0.0,0.0,4.361,4.08,15.0
a,C,hv,0.0,50.0,-26.7,15.055,1.816,-0.499,0.0,0.0,4.981,1.422,15.0
a,L,hh,0.0,50.0,-85.984,99.0,0.628,8.189,3.414,-3.142,5.6,-0.0005,-9.0
a,L,vv,0.0,50.0,-94.36,99.0,0.365,-3.398,5.0,-1.739,4.618,0.517,-0.846
a,L,hv,0.0,50.0,-30.2,15.261,3.56,-0.424,0.0,0.0,4.675,-0.521,3.187
a,Ku,hh,0.0,60.0,-95.843,94.457,0.144,-2.351,-3.556,2.08,14.099,-9.0,-0.087
a,Ku,vv,0.0,60.0,-98.32,99.0,0.129,-0.791,5.0,-3.142,13.901,-9.0,-0.273
a,Ku,hv,10.0,50.0,-99.0,46.475,-0.904,-30.0,2.986,-3.142,5.812,0.0002,-9.0
a,X,hh,0.0,80.0,4.337,6.666,-0.107,-29.709,0.863,-1.365,1.404,2.015,-0.727
a,X,vv,10.0,70.0,-42.553,48.823,0.722,5.808,3.0,-3.142,3.263,11.794,8.977
a,X,hv,0.0,70.0,-99.0,96.734,0.304,6.78,-2.506,3.142,3.944,0.064,-2.764
a,Ka,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a,Ka,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a,S,hh,0.0,50.0,-91.2,99.0,0.433,5.063,2.941,-3.142,4.644,2.883,15.0
a,S,vv,0.0,50.0,-97.016,99.0,0.27,-2.056,5.0,-1.754,14.914,-9.0,-0.285
a,S,hv,0.0,40.0,-46.467,31.788,2.189,-17.99,1.34,1.583,4.569,0.022,-6.708
c1a,C,hh,0.0,50.0,-28.402,38.058,3.518,7.062,3.618,-2.968,3.64,4.439,15.0
c1a,C,vv,0.0,50.0,-71.597,99.0,1.794,-30.0,-2.819,-0.595,3.629,4.107,15.0
c1a,C,hv,0.0,50.0,-26.132,11.157,15.0,0.0,0.0,0.0,4.586,0.0,0.0
c1a,L,hh,10.0,50.0,-30.415,36.859,3.169,0.0,0.0,0.0,-9.0,14.774,0.279
c1a,L,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,L,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,Ku,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,Ku,vv,10.0,50.0,-15.302,19.86,5.479,0.0,0.0,0.0,-9.0,12.48,0.039
c1a,Ku,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,X,hh,20.0,70.0,-40.044,55.045,15.0,-30.0,-0.655,3.142,3.126,0.061,-3.212
c1a,X,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,X,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,Ka,hh,20.0,70.0,-99.0,92.803,0.053,0.511,-5.0,-3.142,11.668,-9.0,0.063
c1a,Ka,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,S,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,S,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1a,S,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,C,hh,0.0,80.0,-16.812,18.857,1.798,-1.718,4.826,-3.141,2.318,3.148,2.475
c1c,C,vv,0.0,80.0,-96.307,99.0,0.181,-3.866,-3.597,1.89,2.788,2.88,3.58
c1c,C,hv,0.0,80.0,-37.207,27.301,0.433,-1.483,4.573,-3.142,2.434,1.789,0.627
c1c,L,hh,0.0,80.0,-28.306,32.782,2.029,-3.443,7.245,-3.142,-9.0,14.01,0.013
c1c,L,vv,0.0,80.0,-27.536,33.101,2.319,-2.254,7.429,-3.142,-9.0,14.206,0.02
c1c,L,hv,0.0,80.0,-40.82,27.901,1.91,-1.502,3.001,-0.721,-9.0,13.662,0.057
c1c,Ku,hh,0.0,80.0,-87.49,99.0,0.238,11.311,-1.231,3.142,1.922,1.872,1.008
c1c,Ku,vv,0.0,80.0,-16.022,16.187,1.995,1.265,5.406,-1.105,-9.0,12.704,0.03
c1c,Ku,hv,40.0,70.0,12.901,0.0,0.0,30.0,0.528,2.529,3.267,0.0,0.0
c1c,X,hh,0.0,80.0,-37.358,37.015,0.428,-1.516,4.711,-3.142,2.669,1.972,2.956
c1c,X,vv,0.0,80.0,-25.232,24.763,0.82,-2.394,4.219,-2.686,3.46,1.223,5.435
c1c,X,hv,20.0,70.0,-48.289,99.0,11.815,-30.0,-0.173,3.142,3.428,0.0,0.0
c1c,Ka,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,Ka,vv,20.0,60.0,76.242,-99.0,0.226,9.859,3.368,-0.636,-9.0,10.046,-0.215
c1c,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,S,hh,0.0,80.0,-19.808,24.357,3.01,-1.049,7.144,-3.142,3.389,3.114,5.892
c1c,S,vv,0.0,80.0,-20.95,26.234,2.811,-0.513,7.101,-3.142,3.303,3.435,4.579
c1c,S,hv,0.0,80.0,-29.305,18.6,2.988,-1.979,3.267,0.727,3.119,0.822,2.865
b2,C,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,C,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,C,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,L,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,L,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,L,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,Ku,hh,0.0,60.0,-41.35,2.467,15.0,30.0,0.566,-0.379,5.074,-0.034,-4.307
b2,Ku,vv,0.0,60.0,-39.797,3.584,15.0,30.0,0.857,-0.549,5.854,-0.417,-2.162
b2,Ku,hv,0.0,60.0,-34.979,1.144,15.0,30.0,0.02,0.801,5.226,-0.25,-2.431
b2,X,hh,40.0,80.0,-41.242,0.0,0.0,30.0,0.913,-0.835,3.306,0.0,0.0
b2,X,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,X,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,Ka,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,Ka,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,S,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,S,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b2,S,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,C,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,C,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,C,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,L,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,L,vv,20.0,60.0,-99.0,94.802,0.104,0.0,0.0,0.0,11.536,-9.0,0.169
c1c2,L,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,Ku,hh,40.0,70.0,-40.331,0.0,0.0,30.0,1.052,-0.896,9.71,-9.0,0.162
c1c2,Ku,vv,40.0,70.0,-41.256,0.0,0.0,30.0,0.878,-0.781,-9.0,9.865,-0.17
c1c2,Ku,hv,40.0,70.0,-43.847,0.0,0.0,30.0,1.217,-1.12,-9.0,9.695,-0.126
c1c2,X,hh,20.0,70.0,-99.0,98.073,0.115,-1.449,4.987,-3.142,3.33,-3.397,2.673
c1c2,X,vv,20.0,70.0,-99.0,97.041,0.108,-1.938,4.943,-3.142,3.362,-9.0,15.0
c1c2,X,hv,20.0,70.0,-45.908,99.0,15.0,-30.0,-0.307,3.142,-7.278,11.35,0.061
c1c2,Ka,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,Ka,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,S,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,S,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c2,S,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,C,hh,0.0,80.0,-16.89,18.856,1.778,-1.793,4.851,-3.142,2.407,3.037,2.47
c1c3,C,vv,0.0,80.0,-95.418,99.0,0.191,-3.993,-3.467,1.661,2.858,2.817,3.826
c1c3,C,hv,0.0,80.0,-30.748,21.308,0.625,-1.05,4.644,-3.142,2.28,1.943,0.559
c1c3,L,hh,0.0,80.0,-29.36,36.115,2.401,-1.653,7.312,-3.142,-9.0,13.801,0.08
c1c3,L,vv,0.0,80.0,-28.948,36.763,2.709,-0.451,4.236,-3.142,-9.0,13.937,0.089
c1c3,L,hv,0.0,80.0,-40.82,27.901,1.91,-1.502,3.001,-0.721,-9.0,13.662,0.057
c1c3,Ku,hh,0.0,80.0,-87.182,99.0,0.237,11.623,-1.206,3.142,0.313,3.401,0.392
c1c3,Ku,vv,0.0,80.0,-16.067,16.182,1.984,1.287,5.307,-1.07,-9.0,12.707,0.031
c1c3,Ku,hv,40.0,70.0,12.75,0.0,0.0,30.0,0.622,2.443,11.63,-9.0,0.081
c1c3,X,hh,0.0,80.0,-38.381,37.956,0.413,-1.573,4.583,-3.142,2.465,2.133,2.234
c1c3,X,vv,0.0,80.0,-24.52,24.106,0.876,-2.348,4.294,-2.735,3.446,1.242,4.823
c1c3,X,hv,20.0,70.0,-18.613,99.0,10.485,-0.589,8.628,-3.142,-9.0,12.194,-0.014
c1c3,Ka,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,Ka,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c3,S,hh,0.0,80.0,-19.808,24.357,3.01,-1.049,7.144,-3.142,3.389,3.114,5.892
c1c3,S,vv,0.0,80.0,-20.95,26.234,2.811,-0.513,7.101,-3.142,3.303,3.435,4.579
c1c3,S,hv,0.0,80.0,-29.305,18.6,2.988,-1.979,3.267,0.727,3.119,0.822,2.865
d,C,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,C,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,C,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,L,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,L,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,L,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,Ku,hh,10.0,70.0,-90.341,82.9,0.03,1.651,5.0,0.038,5.49,0.001,-6.35
d,Ku,vv,10.0,70.0,-38.159,30.32,0.048,1.913,4.356,0.368,6.263,-0.84,0.064
d,Ku,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,X,hh,10.0,60.0,-94.472,99.0,0.892,30.0,1.562,-1.918,4.731,-0.007,-3.983
d,X,vv,10.0,60.0,-59.56,39.284,1.598,30.0,1.184,-1.178,4.26,-0.002,-4.807
d,X,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,Ka,hh,10.0,70.0,-94.9,99.0,0.694,30.0,1.342,-1.718,7.151,-5.201,0.778
d,Ka,vv,10.0,70.0,-84.761,99.0,0.797,-30.0,1.597,1.101,3.174,0.001,0.095
d,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,S,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,S,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d,S,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,C,hh,5.0,50.0,-90.287,99.0,0.44,9.181,3.103,-3.142,-9.0,13.046,0.136
c3d,C,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,C,hv,5.0,50.0,-99.0,95.929,0.314,9.036,2.769,-3.142,3.854,-0.418,-1.935
c3d,L,hh,5.0,50.0,-17.243,45.908,8.871,4.184,7.805,-2.961,-8.517,15.0,0.209
c3d,L,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,L,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,Ku,hh,10.0,70.0,-37.077,9.361,4.651,-30.0,0.474,3.142,1.627,15.0,9.453
c3d,Ku,vv,10.0,70.0,-99.0,99.0,0.112,-1.901,2.792,-0.915,2.056,13.793,10.689
c3d,Ku,hv,40.0,70.0,-42.141,0.0,0.0,30.0,-0.572,0.299,-9.0,13.334,0.203
c3d,X,hh,10.0,70.0,-99.0,99.0,0.136,-1.611,4.107,-1.799,1.887,15.0,9.156
c3d,X,vv,10.0,70.0,-80.004,99.0,0.532,-21.69,1.43,0.652,1.805,15.0,9.099
c3d,X,hv,40.0,70.0,-39.231,0.0,0.0,30.0,-0.221,-0.424,3.701,-0.417,-1.321
c3d,Ka,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,Ka,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,Ka,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,W,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,W,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,W,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,S,hh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,S,vv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3d,S,hv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c3c,C,hh,0.0,80.0,-94.5,99.0,0.244,6.253,2.059,-3.142,1.766,3.104,2.091
c3c,C,vv,0.0,80.0,-93.32,99.0,0.275,7.377,2.245,-3.142,1.712,3.349,3.576
c3c,C,hv,0.0,80.0,-99.0,90.328,0.146,3.953,2.283,-3.142,12.9,-9.0,-0.146
c3c,L,hh,0.0,80.0,-25.964,27.744,2.643,0.372,4.644,-3.142,-9.0,14.54,0.069
c3c,L,vv,0.0,80.0,-25.45,27.747,2.653,1.319,-3.055,3.142,-9.0,13.899,0.051
c3c,L,hv,0.0,80.0,-64.341,10.552,2.087,30.0,0.0,0.0,3.525,-0.019,-2.831
